Date,Open,High,Low,Close,Adj Close,Volume
2020-12-18,86.239998,88.959999,85.919998,86.480003,85.921272,14344200
2020-12-21,83.760002,86.959999,82.879997,86.160004,85.603340,10727338
2020-12-22,85.680000,86.080002,83.919998,84.879997,84.331612,11125938
2020-12-23,85.440002,87.839996,84.959999,86.879997,86.318687,7563063
2020-12-24,86.800003,86.800003,84.959999,85.199997,84.649544,3756213
2020-12-28,85.599998,86.239998,84.639999,85.120003,84.570061,6724588
2020-12-29,85.279999,86.160004,84.320000,84.480003,83.934196,6629488
2020-12-30,84.639999,86.800003,84.400002,85.680000,85.126442,6327625
2020-12-31,85.199997,86.639999,84.639999,86.400002,85.841782,5962788
2021-01-04,87.120003,87.199997,83.199997,83.760002,83.218842,9993688
2021-01-05,83.440002,87.040001,83.360001,86.160004,85.603340,10462538
2021-01-06,86.639999,92.959999,86.639999,90.879997,90.292847,16448075
2021-01-07,92.480003,92.559998,89.919998,90.160004,89.577507,9411225
2021-01-08,90.320000,91.519997,89.279999,90.720001,90.133881,9089963
2021-01-11,88.879997,92.239998,88.480003,91.599998,91.008186,8406700
2021-01-12,92.080002,95.279999,91.279999,94.239998,93.631134,11429913
2021-01-13,94.239998,94.559998,92.160004,92.559998,91.961990,6714200
2021-01-14,92.879997,93.839996,92.639999,93.279999,92.677345,7401188
2021-01-15,92.800003,92.800003,90.000000,90.639999,90.054398,9201188
2021-01-19,91.839996,93.199997,91.199997,91.440002,90.849228,7937425
2021-01-20,92.000000,92.000000,90.400002,91.120003,90.531296,7376988
2021-01-21,91.199997,91.440002,88.559998,88.559998,87.987831,8200338
2021-01-22,87.760002,89.440002,87.199997,88.879997,88.305763,6614925
2021-01-25,89.120003,89.199997,86.160004,87.919998,87.351974,11502613
2021-01-26,96.239998,97.839996,89.599998,90.320000,89.736465,26475425
2021-01-27,88.639999,92.480003,85.120003,91.040001,90.451813,18679988
2021-01-28,91.279999,91.760002,88.559998,88.720001,88.146805,11762413
2021-01-29,88.000000,89.919998,85.360001,85.440002,84.887993,13657350
2021-02-01,86.879997,88.000000,85.120003,85.919998,85.364883,8335725
2021-02-02,87.040001,90.800003,86.720001,89.919998,89.339035,10558238
2021-02-03,89.919998,90.400002,88.559998,89.599998,89.021111,6776850
2021-02-04,89.839996,92.000000,89.519997,91.599998,91.008186,8345975
2021-02-05,92.080002,92.400002,90.559998,91.199997,90.610771,6477300
2021-02-08,91.760002,93.199997,91.279999,92.879997,92.279922,5306813
2021-02-09,92.480003,92.800003,91.279999,92.320000,91.723534,6592288
2021-02-10,92.720001,92.720001,91.040001,91.199997,90.610771,5694988
2021-02-11,91.120003,91.760002,89.519997,91.680000,91.087669,6478650
2021-02-12,91.279999,93.919998,91.040001,93.839996,93.233719,7304963
2021-02-16,94.559998,95.839996,94.239998,95.760002,95.141312,7539000
2021-02-17,94.720001,95.599998,94.080002,94.879997,94.266998,5367513
2021-02-18,94.720001,94.879997,92.080002,93.040001,92.438889,6106825
2021-02-19,93.760002,96.239998,93.440002,96.160004,95.538750,7631125
2021-02-22,96.559998,101.599998,96.239998,100.000000,99.353928,12079538
2021-02-23,100.800003,101.199997,97.440002,100.720001,100.069275,9005313
2021-02-24,102.400002,106.800003,101.199997,104.959999,104.281876,13348875
2021-02-25,104.800003,106.160004,101.279999,102.080002,101.420486,11542163
2021-02-26,101.440002,102.720001,99.279999,100.320000,99.671852,11091225
2021-03-01,103.360001,106.320000,102.320000,104.879997,104.202385,9754700
2021-03-02,105.199997,106.000000,103.760002,103.839996,103.169106,9650675
2021-03-03,104.720001,108.959999,104.400002,107.519997,106.825325,14696538
2021-03-04,111.040001,113.040001,105.440002,108.559998,107.858620,20820213
2021-03-05,110.400002,110.480003,105.120003,108.800003,108.176781,13121938
2021-03-08,113.680000,114.720001,110.480003,113.360001,112.710663,17964700
2021-03-09,112.800003,115.360001,110.639999,112.000000,111.358452,14308463
2021-03-10,109.199997,109.919998,103.360001,106.000000,105.392830,27528800
2021-03-11,101.519997,102.879997,95.599998,98.160004,97.597725,38225663
2021-03-12,97.919998,100.959999,97.839996,100.639999,100.063515,16818988
2021-03-15,101.919998,106.879997,101.839996,106.800003,106.188248,13925313
2021-03-16,106.639999,106.800003,104.559998,105.199997,104.597404,9307025
2021-03-17,105.599998,108.879997,105.040001,108.879997,108.256325,9903388
2021-03-18,108.720001,109.519997,105.519997,106.000000,105.392830,7970138
2021-03-19,105.599998,106.800003,103.839996,105.760002,105.154198,8559000
2021-03-22,105.279999,105.919998,103.440002,105.040001,104.438316,6598638
2021-03-23,103.680000,105.440002,100.400002,101.279999,100.699852,8206888
2021-03-24,102.080002,104.160004,100.000000,100.000000,99.427185,7759188
2021-03-25,99.199997,103.440002,97.839996,102.800003,102.211151,9173988
2021-03-26,103.599998,105.040001,101.680000,103.919998,103.324745,7565588
2021-03-29,103.360001,104.400002,102.239998,103.599998,103.006577,6720363
2021-03-30,103.839996,106.879997,103.199997,106.400002,105.790535,6615638
2021-03-31,107.040001,107.440002,105.040001,105.040001,104.438316,7823250
2021-04-01,105.839996,106.879997,105.199997,106.239998,105.631447,7397975
2021-04-05,107.760002,108.559998,106.959999,107.680000,107.063194,6342363
2021-04-06,107.680000,108.000000,106.959999,107.199997,106.585945,5006525
2021-04-07,107.199997,108.239998,106.080002,107.120003,106.506409,5220675
2021-04-08,106.080002,108.000000,104.720001,107.599998,106.983650,6864875
2021-04-09,108.000000,110.639999,107.360001,108.800003,108.176781,7905750
2021-04-12,108.879997,109.440002,107.760002,108.720001,108.097244,5259625
2021-04-13,108.080002,108.320000,106.080002,107.519997,106.904099,6402975
2021-04-14,107.440002,110.320000,107.360001,109.440002,108.813118,8079875
2021-04-15,109.839996,110.000000,107.519997,108.400002,107.779076,6360225
2021-04-16,109.040001,109.440002,106.800003,107.120003,106.506409,6253050
2021-04-19,106.559998,107.760002,105.360001,107.680000,107.063194,5609475
2021-04-20,107.279999,107.279999,103.199997,104.480003,103.881531,7682088
2021-04-21,103.440002,107.040001,102.160004,106.800003,106.188248,6201013
2021-04-22,106.800003,109.440002,106.239998,107.279999,106.665497,6575975
2021-04-23,108.000000,108.879997,106.879997,108.400002,107.779076,5829763
2021-04-26,109.040001,112.000000,108.400002,108.559998,107.938164,11722363
2021-04-27,108.000000,108.320000,103.279999,107.919998,107.301826,18721875
2021-04-28,106.639999,106.800003,105.199997,105.599998,104.995110,8261925
2021-04-29,105.440002,106.320000,104.639999,105.680000,105.074654,6894700
2021-04-30,105.279999,106.800003,104.639999,104.959999,104.358772,6237438
2021-05-03,105.919998,108.239998,105.360001,107.599998,106.983650,7934063
2021-05-04,106.720001,107.120003,104.559998,104.959999,104.358772,9692275
2021-05-05,105.279999,106.320000,104.720001,105.680000,105.074654,6958038
2021-05-06,105.760002,106.480003,104.239998,105.680000,105.074654,7847150
2021-05-07,105.279999,106.720001,104.559998,106.400002,105.790535,6735088
2021-05-10,106.480003,108.639999,106.400002,106.800003,106.188248,8195250
2021-05-11,105.519997,106.320000,103.519997,104.720001,104.120155,8501525
2021-05-12,104.639999,105.040001,102.160004,102.559998,101.972527,8856213
2021-05-13,102.400002,104.320000,101.760002,103.760002,103.165657,8197850
2021-05-14,104.959999,106.400002,104.239998,106.080002,105.472366,6334675
2021-05-17,105.839996,106.720001,104.959999,105.199997,104.597404,9542238
2021-05-18,105.440002,106.160004,103.760002,103.760002,103.165657,6115788
2021-05-19,103.199997,104.800003,102.320000,104.720001,104.120155,7427025
2021-05-20,104.720001,104.879997,103.360001,104.480003,103.881531,5809338
2021-05-21,104.879997,106.239998,104.400002,105.839996,105.233734,6665013
2021-05-24,106.320000,106.480003,104.959999,105.440002,104.836029,4876600
2021-05-25,105.599998,106.320000,104.800003,104.959999,104.358772,5916213
2021-05-26,104.959999,107.440002,104.320000,107.199997,106.585945,7533713
2021-05-27,108.800003,115.199997,108.720001,114.800003,114.142426,23073575
2021-05-28,114.320000,114.720001,112.239998,112.480003,111.835701,9071488
2021-06-01,113.839996,114.720001,112.800003,113.199997,112.551567,6284613
2021-06-02,113.440002,113.440002,112.080002,112.720001,112.074333,4992100
2021-06-03,111.919998,114.959999,111.519997,112.720001,112.074333,7895475
2021-06-04,113.279999,113.599998,110.879997,111.680000,111.040298,8008900
2021-06-07,112.000000,112.559998,110.879997,111.279999,110.642578,4668638
2021-06-08,111.760002,111.919998,109.760002,111.199997,110.563019,5515250
2021-06-09,110.160004,110.480003,109.360001,109.839996,109.210815,6970963
2021-06-10,110.480003,110.959999,108.720001,109.040001,108.415413,6229850
2021-06-11,109.199997,110.239998,108.559998,109.519997,108.892662,5295663
2021-06-14,110.239998,110.639999,107.279999,107.760002,107.142738,5678225
2021-06-15,107.599998,108.559998,106.480003,108.320000,107.699532,4753238
2021-06-16,108.000000,109.199997,106.320000,107.519997,106.904099,8766413
2021-06-17,107.279999,108.080002,103.279999,104.000000,103.404282,9626675
2021-06-18,102.720001,104.160004,102.000000,102.239998,101.654366,10258088
2021-06-21,103.120003,105.519997,102.879997,105.519997,104.915565,6744263
2021-06-22,104.959999,105.599998,103.519997,104.239998,103.642899,4783575
2021-06-23,104.160004,105.519997,103.519997,103.599998,103.006577,5459688
2021-06-24,104.480003,105.599998,103.360001,105.199997,104.597404,5977550
2021-06-25,105.279999,105.919998,104.800003,105.279999,104.756615,4264450
2021-06-28,105.279999,105.360001,102.320000,103.120003,102.607346,7723450
2021-06-29,104.480003,105.839996,103.680000,104.720001,104.199387,8649650
2021-06-30,105.199997,108.239998,104.400002,107.680000,107.144676,8568975
2021-07-01,108.639999,109.040001,106.879997,107.839996,107.303871,5836638
2021-07-02,108.320000,108.320000,106.480003,106.879997,106.348648,4144988
2021-07-06,106.239998,106.559998,102.559998,103.360001,102.846153,8829850
2021-07-07,103.040001,104.639999,101.919998,103.839996,103.323769,7632563
2021-07-08,101.839996,103.519997,100.879997,102.959999,102.448143,6727850
2021-07-09,104.080002,105.519997,103.519997,105.279999,104.756615,5165288
2021-07-12,104.480003,105.120003,103.199997,104.879997,104.358589,6969838
2021-07-13,104.720001,104.720001,103.040001,103.120003,102.607346,4926450
2021-07-14,103.040001,103.839996,101.760002,102.480003,101.970520,5588738
2021-07-15,101.519997,103.360001,100.559998,102.080002,101.572510,6423850
2021-07-16,102.400002,102.959999,100.160004,100.400002,99.900864,5695475
2021-07-19,97.519997,97.919998,94.559998,96.000000,95.522743,12362150
2021-07-20,96.080002,101.919998,95.919998,101.599998,101.094902,9390363
2021-07-21,102.320000,104.879997,102.160004,104.639999,104.119797,8440725
2021-07-22,104.400002,104.480003,101.599998,101.599998,101.094902,5427875
2021-07-23,102.400002,103.040001,101.040001,101.680000,101.174500,4722413
2021-07-26,101.279999,103.519997,101.040001,103.360001,102.846153,6728613
2021-07-27,106.639999,107.760002,102.400002,104.639999,104.119797,14930538
2021-07-28,105.199997,107.839996,104.320000,105.040001,104.517799,8571038
2021-07-29,105.519997,107.040001,104.720001,106.320000,105.791435,6784563
2021-07-30,105.279999,105.760002,103.360001,103.599998,103.084961,7507838
2021-08-02,104.480003,107.209999,100.430000,100.599998,100.099869,24885500
2021-08-03,100.199997,103.199997,98.110001,103.059998,102.547638,14440000
2021-08-04,101.809998,103.449997,101.459999,102.910004,102.398392,14144300
2021-08-05,103.000000,104.639999,102.519997,103.019997,102.507843,8130800
2021-08-06,103.360001,105.260002,103.360001,104.519997,104.000374,10988200
2021-08-09,103.559998,104.269997,102.029999,103.709999,103.194412,7954700
2021-08-10,103.809998,106.330002,103.199997,106.080002,105.552628,8056100
2021-08-11,106.209999,106.209999,103.820000,106.040001,105.512833,8305100
2021-08-12,106.190002,107.230003,105.239998,106.519997,105.990440,6398700
2021-08-13,106.500000,106.620003,104.580002,104.919998,104.398399,5619900
2021-08-16,104.230003,104.300003,102.239998,103.349998,102.836189,6916200
2021-08-17,102.540001,103.269997,100.360001,101.620003,101.114807,8177400
2021-08-18,101.080002,103.470001,100.760002,101.410004,100.905853,6496500
2021-08-19,100.000000,100.820000,98.599998,99.419998,98.925735,10805700
2021-08-20,99.589996,100.669998,99.099998,100.050003,99.552605,6356700
2021-08-23,100.599998,101.480003,100.269997,100.970001,100.468025,6007400
2021-08-24,101.290001,103.510002,101.059998,103.269997,102.756599,6857700
2021-08-25,103.360001,105.129997,102.550003,104.699997,104.179482,7867100
2021-08-26,104.459999,104.620003,102.839996,103.379997,102.866051,8166500
2021-08-27,103.900002,106.150002,103.900002,106.089996,105.562576,7771000
2021-08-30,106.330002,106.459999,104.800003,105.190002,104.667061,7145700
2021-08-31,104.940002,106.360001,104.459999,105.410004,104.885956,10990800
2021-09-01,105.360001,105.470001,103.260002,103.660004,103.144669,7968100
2021-09-02,104.000000,106.339996,103.980003,106.260002,105.731735,8493700
2021-09-03,106.000000,107.360001,104.080002,104.750000,104.229233,7616900
2021-09-07,104.500000,104.940002,102.309998,103.290001,102.776505,10989500
2021-09-08,102.949997,104.730003,100.419998,102.580002,102.070038,12001300
2021-09-09,102.360001,104.919998,102.110001,103.290001,102.776505,9386500
2021-09-10,103.290001,103.949997,101.779999,102.000000,101.492905,9563600
2021-09-13,102.650002,104.860001,102.019997,104.459999,103.940681,12484200
2021-09-14,104.540001,104.550003,100.070000,100.379997,99.880966,16022600
2021-09-15,100.790001,102.470001,100.690002,102.160004,101.652115,8103700
2021-09-16,102.389999,102.699997,100.820000,101.339996,100.836189,5981900
2021-09-17,101.150002,101.860001,100.129997,100.470001,99.970520,10718000
2021-09-20,98.500000,99.870003,97.269997,99.809998,99.313805,10103800
2021-09-21,99.900002,99.989998,96.209999,96.820000,96.338661,15788600
2021-09-22,97.669998,99.029999,97.660004,98.540001,98.050117,11216100
2021-09-23,99.529999,104.080002,99.519997,102.959999,102.448143,11601100
2021-09-24,102.660004,104.199997,102.599998,103.800003,103.364273,6559500
2021-09-27,104.550003,106.330002,104.389999,105.349998,104.907776,8081500
2021-09-28,105.290001,106.750000,104.730003,105.730003,105.286179,12551700
2021-09-29,106.000000,107.000000,105.309998,106.279999,105.833862,7399200
2021-09-30,106.360001,107.089996,102.949997,103.029999,102.597504,8944200
2021-10-01,104.180000,106.389999,103.669998,105.820000,105.375801,8094500
2021-10-04,105.400002,107.080002,104.599998,104.900002,104.459663,7656200
2021-10-05,105.059998,106.000000,103.750000,104.900002,104.459663,5737200
2021-10-06,103.680000,104.419998,102.059998,104.330002,103.892052,7013900
2021-10-07,104.839996,106.529999,104.330002,105.510002,105.067108,6656500
2021-10-08,105.370003,106.220001,104.660004,104.720001,104.280411,4273600
2021-10-11,104.839996,105.760002,103.970001,104.080002,103.643105,4121800
2021-10-12,103.559998,104.040001,101.559998,102.720001,102.288818,8549600
2021-10-13,102.199997,103.199997,101.180000,102.360001,101.930321,7517000
2021-10-14,103.139999,103.650002,102.370003,102.739998,102.308731,6139100
2021-10-15,103.650002,105.900002,103.190002,104.410004,103.971725,5650300
2021-10-18,103.680000,104.570000,103.040001,104.120003,103.682938,4145500
2021-10-19,104.580002,104.970001,103.580002,104.730003,104.290375,4216400
2021-10-20,104.750000,106.019997,103.870003,106.000000,105.555038,6107900
2021-10-21,105.760002,106.389999,103.010002,103.150002,102.717018,7219600
2021-10-22,103.050003,104.510002,102.550003,104.050003,103.613235,5355000
2021-10-25,103.639999,105.989998,103.330002,105.300003,104.857979,6496200
2021-10-26,105.760002,110.970001,105.220001,107.440002,106.988998,11701000
2021-10-27,107.879997,108.279999,103.690002,103.849998,103.414070,8984300
2021-10-28,103.389999,105.379997,103.099998,105.260002,104.818153,5910800
2021-10-29,104.949997,105.239998,104.120003,104.870003,104.429794,5618700
2021-11-01,105.760002,106.769997,105.279999,106.230003,105.784081,4887100
2021-11-02,106.339996,107.139999,105.300003,106.690002,106.242142,4480800
2021-11-03,106.160004,106.339996,104.820000,105.970001,105.525169,4111700
2021-11-04,105.870003,106.400002,104.290001,105.209999,104.768364,4675800
2021-11-05,106.930000,109.650002,106.849998,108.739998,108.283546,7602300
2021-11-08,109.400002,110.309998,108.320000,108.419998,107.964882,5174500
2021-11-09,114.730003,116.169998,110.480003,111.290001,110.822830,25123700
2021-11-10,112.500000,112.680000,108.110001,108.959999,108.502617,8692600
2021-11-11,108.550003,109.599998,106.779999,107.000000,106.550850,5512800
2021-11-12,107.400002,107.930000,106.459999,107.589996,107.138359,7625800
2021-11-15,108.029999,108.669998,106.199997,106.669998,106.222229,6124900
2021-11-16,106.150002,106.209999,102.820000,103.349998,102.916161,11997700
2021-11-17,103.699997,103.879997,101.419998,101.989998,101.561874,8307600
2021-11-18,101.430000,101.800003,99.180000,100.669998,100.247414,8530900
2021-11-19,99.800003,100.739998,99.300003,99.959999,99.540390,6603300
2021-11-22,100.470001,101.970001,100.279999,101.040001,100.615860,6206600
2021-11-23,101.779999,102.209999,101.150002,102.080002,101.651497,6011400
2021-11-24,101.860001,102.320000,101.309998,102.230003,101.800873,5572100
2021-11-26,96.660004,98.099998,95.510002,97.839996,97.429298,8607600
2021-11-29,99.269997,100.430000,96.830002,98.400002,97.986946,9776600
2021-11-30,96.639999,97.430000,94.470001,94.989998,94.591255,11409400
2021-12-01,96.550003,96.889999,92.940002,93.000000,92.609619,8657100
2021-12-02,94.199997,95.779999,92.809998,95.230003,94.830261,6094600
2021-12-03,95.129997,95.349998,91.730003,92.769997,92.380577,8082800
2021-12-06,93.849998,96.889999,93.239998,96.010002,95.606987,6679900
2021-12-07,96.599998,98.330002,96.300003,97.550003,97.140518,5049000
2021-12-08,97.550003,98.940002,96.980003,98.279999,97.867447,4756800
2021-12-09,97.769997,98.190002,97.000000,97.830002,97.419342,4066700
2021-12-10,98.089996,98.559998,96.449997,96.949997,96.543030,4276300
2021-12-13,95.970001,96.400002,92.820000,93.129997,92.739067,7378600
2021-12-14,92.750000,94.059998,91.720001,92.110001,91.723343,7260800
2021-12-15,92.220001,92.410004,90.180000,92.080002,91.693481,7694500
2021-12-16,92.519997,94.339996,92.199997,92.529999,92.141586,7127400
2021-12-17,92.449997,93.070000,90.110001,91.449997,91.066124,9065000
2021-12-20,90.000000,90.099998,88.169998,89.980003,89.680748,6013200
2021-12-21,90.720001,93.669998,90.720001,93.059998,92.750504,7617700
2021-12-22,92.919998,93.709999,92.160004,93.070000,92.760468,4663900
2021-12-23,93.300003,94.540001,93.300003,94.000000,93.687370,3885500
2021-12-27,93.629997,94.669998,93.449997,94.620003,94.305321,3428900
2021-12-28,94.430000,96.080002,94.239998,95.300003,94.983055,4051900
2021-12-29,95.000000,95.480003,94.440002,94.790001,94.474747,3490500
2021-12-30,94.660004,95.980003,94.529999,94.699997,94.385040,3269000
2021-12-31,94.500000,94.970001,93.900002,94.470001,94.155807,3795700
2022-01-03,95.220001,97.440002,94.750000,96.239998,95.919930,4619800
2022-01-04,98.779999,100.050003,98.089996,99.370003,99.039513,7624100
2022-01-05,99.730003,101.790001,99.290001,99.370003,99.039513,5894700
2022-01-06,100.449997,101.080002,99.419998,99.949997,99.617584,4277000
2022-01-07,99.800003,102.239998,99.769997,101.400002,101.062767,6248300
2022-01-10,101.720001,102.000000,98.940002,99.419998,99.089348,5768700
2022-01-11,100.290001,102.370003,99.970001,101.790001,101.451462,5673900
2022-01-12,101.430000,102.620003,101.379997,102.239998,101.899963,4558500
2022-01-13,102.290001,103.650002,101.800003,102.459999,102.119240,4382500
2022-01-14,101.660004,103.269997,100.910004,103.160004,102.816910,4380300
2022-01-18,102.559998,103.730003,102.160004,102.889999,102.547806,8410600
2022-01-19,102.690002,102.989998,100.470001,100.620003,100.285362,5699000
2022-01-20,100.230003,101.790001,97.970001,98.250000,97.923248,5635500
2022-01-21,97.699997,98.349998,95.860001,96.300003,95.979721,8077400
2022-01-24,94.589996,97.440002,92.290001,96.910004,96.587700,9873300
2022-01-25,91.120003,92.360001,88.300003,91.110001,90.806992,20952000
2022-01-26,91.510002,91.910004,88.050003,89.320000,89.022942,10637200
2022-01-27,90.000000,91.769997,88.070000,89.900002,89.601021,7804600
2022-01-28,89.300003,92.160004,88.849998,92.099998,91.793694,6478600
2022-01-31,91.610001,94.559998,91.029999,94.480003,94.165779,7001600
2022-02-01,95.000000,98.419998,94.750000,97.949997,97.624229,8149200
2022-02-02,97.669998,98.580002,96.160004,98.040001,97.713936,5561400
2022-02-03,97.150002,99.160004,96.550003,98.320000,97.993004,6213300
2022-02-04,97.699997,100.050003,97.639999,99.010002,98.680710,6403600
2022-02-07,99.370003,100.589996,98.500000,99.900002,99.567757,4385700
2022-02-08,99.980003,100.500000,98.629997,99.309998,98.979713,5158400
2022-02-09,100.250000,100.470001,99.120003,99.250000,98.919914,6624200
2022-02-10,98.389999,100.680000,98.000000,98.790001,98.461441,5512900
2022-02-11,99.019997,100.230003,96.169998,96.830002,96.507965,7455500
2022-02-14,96.709999,97.400002,95.559998,96.599998,96.278717,6960800
2022-02-15,97.989998,101.379997,97.949997,100.919998,100.584358,6692400
2022-02-16,100.089996,101.910004,99.889999,101.410004,101.072739,4891100
2022-02-17,100.349998,100.430000,97.879997,98.459999,98.132545,3881000
2022-02-18,98.419998,98.970001,91.919998,92.690002,92.381737,15644100
2022-02-22,92.639999,95.220001,92.370003,94.150002,93.836876,7694100
2022-02-23,93.790001,94.860001,92.309998,92.650002,92.341866,7376500
2022-02-24,90.589996,93.089996,87.699997,92.540001,92.232231,11392400
2022-02-25,93.410004,97.419998,93.059998,96.370003,96.049492,6972500
2022-02-28,94.760002,95.820000,94.129997,95.510002,95.192352,6319100
2022-03-01,94.959999,96.059998,91.870003,92.330002,92.022926,6732500
2022-03-02,93.459999,94.949997,93.080002,94.160004,93.846848,4442800
2022-03-03,94.940002,95.300003,91.980003,92.449997,92.142525,4622900
2022-03-04,90.220001,90.480003,87.519997,89.139999,88.843544,8438800
2022-03-07,88.669998,89.209999,85.290001,85.379997,85.172478,7120100
2022-03-08,87.029999,90.449997,85.550003,88.150002,87.935753,6857100
2022-03-09,91.459999,92.989998,91.099998,91.250000,91.028221,6475800
2022-03-10,87.769997,91.599998,87.449997,91.330002,91.108025,8115500
2022-03-11,92.800003,93.620003,91.660004,92.279999,92.055710,7066400
2022-03-14,92.440002,93.989998,91.940002,92.449997,92.225296,6043600
2022-03-15,93.250000,93.559998,91.260002,92.349998,92.125542,5102400
2022-03-16,93.470001,95.440002,92.739998,94.699997,94.469826,5578700
2022-03-17,94.199997,95.570000,93.309998,95.529999,95.297813,4350100
2022-03-18,95.589996,95.910004,94.559998,95.589996,95.357658,7396600
2022-03-21,94.449997,95.720001,93.650002,94.820000,94.589539,5482100
2022-03-22,95.239998,96.230003,94.599998,94.900002,94.669342,4816100
2022-03-23,94.580002,94.660004,93.510002,93.699997,93.472260,4893300
2022-03-24,94.389999,94.419998,93.650002,94.120003,93.891243,5333800
2022-03-25,94.440002,94.910004,93.410004,94.019997,93.791481,5748800
2022-03-28,93.599998,93.639999,90.720001,92.000000,91.776398,7519400
2022-03-29,93.019997,94.970001,93.019997,94.650002,94.419952,8594400
2022-03-30,93.620003,95.139999,93.300003,94.580002,94.350121,5633600
2022-03-31,93.750000,93.949997,91.470001,91.500000,91.277611,8225700
2022-04-01,92.099998,92.559998,91.110001,92.489998,92.265198,5641300
2022-04-04,92.180000,92.320000,90.900002,92.019997,91.796341,5139600
2022-04-05,91.660004,92.339996,89.910004,90.099998,89.881012,6720800
2022-04-06,89.370003,90.169998,87.820000,89.910004,89.691475,6576700
2022-04-07,89.820000,90.080002,87.089996,89.459999,89.242569,7097200
2022-04-08,89.489998,90.269997,88.620003,89.739998,89.521889,4017200
2022-04-11,89.540001,91.589996,89.029999,89.669998,89.452057,5392300
2022-04-12,90.000000,91.339996,89.300003,90.000000,89.781250,4510800
2022-04-13,90.160004,91.449997,89.989998,90.750000,90.529434,3963800
2022-04-14,91.040001,92.150002,90.629997,90.830002,90.609238,3829400
2022-04-18,90.970001,91.500000,89.900002,90.400002,90.180283,3920000
2022-04-19,90.800003,92.260002,90.800003,91.900002,91.676636,4607100
2022-04-20,92.500000,93.110001,91.250000,91.400002,91.177849,4002500
2022-04-21,92.949997,93.779999,91.430000,91.720001,91.497070,4501500
2022-04-22,90.889999,91.300003,88.980003,89.070000,88.853516,4964000
2022-04-25,88.500000,90.000000,86.580002,89.879997,89.661545,6903400
2022-04-26,84.949997,85.230003,78.410004,80.589996,80.394119,28754900
2022-04-27,80.000000,81.750000,77.870003,78.209999,78.019905,12593200
2022-04-28,78.389999,78.699997,75.849998,77.730003,77.541077,12010100
2022-04-29,77.489998,78.129997,74.349998,74.550003,74.368805,10390100
2022-05-02,74.089996,75.830002,72.610001,75.550003,75.366379,11548300
2022-05-03,76.849998,78.269997,75.980003,77.660004,77.471252,7846900
2022-05-04,78.190002,80.769997,77.220001,80.430000,80.234512,7488500
2022-05-05,79.379997,80.080002,77.559998,78.589996,78.398987,7159400
2022-05-06,78.330002,78.389999,76.190002,78.230003,78.039864,5363700
2022-05-09,76.779999,76.959999,72.540001,72.970001,72.792648,7019100
